Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Latvia,Price / Latvia,Compare At Price / Latvia,Included / International,Price / International,Compare At Price / International,Included / North Africa,Price / North Africa,Compare At Price / North Africa,Status
aim-analog-watch-24-mg04,Aim Analog Watch,"<p>Stay light-years ahead of the competition with our Aim Analog Watch. The flexible, rubberized strap is contoured to conform to the shape of your wrist for a comfortable all-day fit. The face features three illuminated hands, a digital read-out of the current time, and stopwatch functions.</p>
<ul>
<li>Japanese quartz movement.</li>
<li>Strap fits 7"" to 8.0"".</li>
</ul>",Satoshi demo,,"","",true,Title,Default Title,,,,,,,,24-MG04,0.0,,deny,manual,45.00,45.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mg04-bk-0.jpg?v=1719332845,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mg04-bk-0.jpg?v=1719332845,kg,,,true,,,true,,,true,,,active
pierce-gym-short-msh12,Pierce Gym Short,"<p>The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.</p>
<p>• Dark red cotton shorts. <br>• 87% Supplex, 13% Lycra.<br>• Adjustable drawstring waistband.<br>• Built-in mesh brief.<br>• Machine wash cold, tumble dry low.</p>",Satoshi demo,,"","",true,Size,32,,Color,Black,,,,,MSH12-32-Black,0.0,,deny,manual,27.00,27.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-red_back.jpg?v=1719332842,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-black_main.jpg?v=1719332842,kg,,,true,,,true,,,true,,,active
pierce-gym-short-msh12,,,,,,,,,32,,,Gray,,,,,MSH12-32-Gray,0.0,,deny,manual,27.00,27.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-black_main.jpg?v=1719332842,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-gray_main.jpg?v=1719332842,kg,,,,,,,,,,,,
pierce-gym-short-msh12,,,,,,,,,32,,,Red,,,,,MSH12-32-Red,0.0,,deny,manual,27.00,27.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-gray_main.jpg?v=1719332842,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-red_main.jpg?v=1719332842,kg,,,,,,,,,,,,
pierce-gym-short-msh12,,,,,,,,,33,,,Black,,,,,MSH12-33-Black,0.0,,deny,manual,27.00,27.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-red_main.jpg?v=1719332842,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-black_main.jpg?v=1719332842,kg,,,,,,,,,,,,
pierce-gym-short-msh12,,,,,,,,,33,,,Gray,,,,,MSH12-33-Gray,0.0,,deny,manual,27.00,27.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-gray_main.jpg?v=1719332842,kg,,,,,,,,,,,,
pierce-gym-short-msh12,,,,,,,,,33,,,Red,,,,,MSH12-33-Red,0.0,,deny,manual,27.00,27.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-red_main.jpg?v=1719332842,kg,,,,,,,,,,,,
pierce-gym-short-msh12,,,,,,,,,34,,,Black,,,,,MSH12-34-Black,0.0,,deny,manual,27.00,27.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-black_main.jpg?v=1719332842,kg,,,,,,,,,,,,
pierce-gym-short-msh12,,,,,,,,,34,,,Gray,,,,,MSH12-34-Gray,0.0,,deny,manual,27.00,27.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-gray_main.jpg?v=1719332842,kg,,,,,,,,,,,,
pierce-gym-short-msh12,,,,,,,,,34,,,Red,,,,,MSH12-34-Red,0.0,,deny,manual,27.00,27.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-red_main.jpg?v=1719332842,kg,,,,,,,,,,,,
pierce-gym-short-msh12,,,,,,,,,36,,,Black,,,,,MSH12-36-Black,0.0,,deny,manual,27.00,27.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-black_main.jpg?v=1719332842,kg,,,,,,,,,,,,
pierce-gym-short-msh12,,,,,,,,,36,,,Gray,,,,,MSH12-36-Gray,0.0,,deny,manual,27.00,27.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-gray_main.jpg?v=1719332842,kg,,,,,,,,,,,,
pierce-gym-short-msh12,,,,,,,,,36,,,Red,,,,,MSH12-36-Red,0.0,,deny,manual,27.00,27.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh12-red_main.jpg?v=1719332842,kg,,,,,,,,,,,,
arcadio-gym-short-msh11,Arcadio Gym Short,"<p>The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.</p>
<p>• Royal blue cotton shorts.<br>• Built-in mesh brief. <br>• 87% Spandex 13% Lycra.<br>• Adjustable drawstring.</p>",Satoshi demo,,"","",true,Size,32,,Color,Black,,,,,MSH11-32-Black,0.0,,deny,manual,20.00,20.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-blue_back.jpg?v=1719332835,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-black_main.jpg?v=1719332835,kg,,,true,,,true,,,true,,,active
arcadio-gym-short-msh11,,,,,,,,,32,,,Blue,,,,,MSH11-32-Blue,0.0,,deny,manual,20.00,20.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-black_main.jpg?v=1719332835,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-blue_main.jpg?v=1719332835,kg,,,,,,,,,,,,
arcadio-gym-short-msh11,,,,,,,,,32,,,Red,,,,,MSH11-32-Red,0.0,,deny,manual,20.00,20.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-blue_main.jpg?v=1719332835,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-red_main.jpg?v=1719332835,kg,,,,,,,,,,,,
arcadio-gym-short-msh11,,,,,,,,,33,,,Black,,,,,MSH11-33-Black,0.0,,deny,manual,20.00,20.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-red_main.jpg?v=1719332835,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-black_main.jpg?v=1719332835,kg,,,,,,,,,,,,
arcadio-gym-short-msh11,,,,,,,,,33,,,Blue,,,,,MSH11-33-Blue,0.0,,deny,manual,20.00,20.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-blue_main.jpg?v=1719332835,kg,,,,,,,,,,,,
arcadio-gym-short-msh11,,,,,,,,,33,,,Red,,,,,MSH11-33-Red,0.0,,deny,manual,20.00,20.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-red_main.jpg?v=1719332835,kg,,,,,,,,,,,,
arcadio-gym-short-msh11,,,,,,,,,34,,,Black,,,,,MSH11-34-Black,0.0,,deny,manual,20.00,20.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-black_main.jpg?v=1719332835,kg,,,,,,,,,,,,
arcadio-gym-short-msh11,,,,,,,,,34,,,Blue,,,,,MSH11-34-Blue,0.0,,deny,manual,20.00,20.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-blue_main.jpg?v=1719332835,kg,,,,,,,,,,,,
arcadio-gym-short-msh11,,,,,,,,,34,,,Red,,,,,MSH11-34-Red,0.0,,deny,manual,20.00,20.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-red_main.jpg?v=1719332835,kg,,,,,,,,,,,,
arcadio-gym-short-msh11,,,,,,,,,36,,,Black,,,,,MSH11-36-Black,0.0,,deny,manual,20.00,20.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-black_main.jpg?v=1719332835,kg,,,,,,,,,,,,
arcadio-gym-short-msh11,,,,,,,,,36,,,Blue,,,,,MSH11-36-Blue,0.0,,deny,manual,20.00,20.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-blue_main.jpg?v=1719332835,kg,,,,,,,,,,,,
arcadio-gym-short-msh11,,,,,,,,,36,,,Red,,,,,MSH11-36-Red,0.0,,deny,manual,20.00,20.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh11-red_main.jpg?v=1719332835,kg,,,,,,,,,,,,
sol-active-short-msh10,Sol Active Short,"<p>You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.</p>
<p>• Light blue jersey shorts with mesh detail.<br>• 87% Spandex 13% Lycra.<br>• Machine wash cold, tumble dry low.<br>• Superior performance fabric.<br>• Flat-lock seams.</p>",Satoshi demo,,"","",true,Size,32,,Color,Blue,,,,,MSH10-32-Blue,0.0,,deny,manual,32.00,32.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-blue_alt1.jpg?v=1719332828,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-blue_main.jpg?v=1719332828,kg,,,true,,,true,,,true,,,active
sol-active-short-msh10,,,,,,,,,32,,,Green,,,,,MSH10-32-Green,0.0,,deny,manual,32.00,32.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-blue_back.jpg?v=1719332828,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-green_main.jpg?v=1719332828,kg,,,,,,,,,,,,
sol-active-short-msh10,,,,,,,,,32,,,Purple,,,,,MSH10-32-Purple,0.0,,deny,manual,32.00,32.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-blue_main.jpg?v=1719332828,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-purple_main.jpg?v=1719332828,kg,,,,,,,,,,,,
sol-active-short-msh10,,,,,,,,,33,,,Blue,,,,,MSH10-33-Blue,0.0,,deny,manual,32.00,32.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-green_main.jpg?v=1719332828,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-blue_main.jpg?v=1719332828,kg,,,,,,,,,,,,
sol-active-short-msh10,,,,,,,,,33,,,Green,,,,,MSH10-33-Green,0.0,,deny,manual,32.00,32.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-purple_main.jpg?v=1719332828,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-green_main.jpg?v=1719332828,kg,,,,,,,,,,,,
sol-active-short-msh10,,,,,,,,,33,,,Purple,,,,,MSH10-33-Purple,0.0,,deny,manual,32.00,32.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-purple_main.jpg?v=1719332828,kg,,,,,,,,,,,,
sol-active-short-msh10,,,,,,,,,34,,,Blue,,,,,MSH10-34-Blue,0.0,,deny,manual,32.00,32.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-blue_main.jpg?v=1719332828,kg,,,,,,,,,,,,
sol-active-short-msh10,,,,,,,,,34,,,Green,,,,,MSH10-34-Green,0.0,,deny,manual,32.00,32.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-green_main.jpg?v=1719332828,kg,,,,,,,,,,,,
sol-active-short-msh10,,,,,,,,,34,,,Purple,,,,,MSH10-34-Purple,0.0,,deny,manual,32.00,32.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-purple_main.jpg?v=1719332828,kg,,,,,,,,,,,,
sol-active-short-msh10,,,,,,,,,36,,,Blue,,,,,MSH10-36-Blue,0.0,,deny,manual,32.00,32.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-blue_main.jpg?v=1719332828,kg,,,,,,,,,,,,
sol-active-short-msh10,,,,,,,,,36,,,Green,,,,,MSH10-36-Green,0.0,,deny,manual,32.00,32.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-green_main.jpg?v=1719332828,kg,,,,,,,,,,,,
sol-active-short-msh10,,,,,,,,,36,,,Purple,,,,,MSH10-36-Purple,0.0,,deny,manual,32.00,32.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh10-purple_main.jpg?v=1719332828,kg,,,,,,,,,,,,
troy-yoga-short-msh09,Troy Yoga Short,"<p>The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech™ wicking liner is also bacteria resistant.</p>
<p>• Navy polyester pinstripe shorts.<br>• Woven fabric with moderate stretch.<br>• 62% cotton/34% nylon/4% spandex.<br>• LumaTech™ lining.</p>",Satoshi demo,,"","",true,Size,32,,Color,Black,,,,,MSH09-32-Black,0.0,,deny,manual,24.00,24.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-blue_alt1.jpg?v=1719332819,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-black_main.jpg?v=1719332819,kg,,,true,,,true,,,true,,,active
troy-yoga-short-msh09,,,,,,,,,32,,,Blue,,,,,MSH09-32-Blue,0.0,,deny,manual,24.00,24.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-blue_back.jpg?v=1719332819,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-blue_main.jpg?v=1719332820,kg,,,,,,,,,,,,
troy-yoga-short-msh09,,,,,,,,,32,,,Green,,,,,MSH09-32-Green,0.0,,deny,manual,24.00,24.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-black_main.jpg?v=1719332819,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-green_main.jpg?v=1719332820,kg,,,,,,,,,,,,
troy-yoga-short-msh09,,,,,,,,,33,,,Black,,,,,MSH09-33-Black,0.0,,deny,manual,24.00,24.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-blue_main.jpg?v=1719332820,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-black_main.jpg?v=1719332819,kg,,,,,,,,,,,,
troy-yoga-short-msh09,,,,,,,,,33,,,Blue,,,,,MSH09-33-Blue,0.0,,deny,manual,24.00,24.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-green_main.jpg?v=1719332820,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-blue_main.jpg?v=1719332820,kg,,,,,,,,,,,,
troy-yoga-short-msh09,,,,,,,,,33,,,Green,,,,,MSH09-33-Green,0.0,,deny,manual,24.00,24.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-green_main.jpg?v=1719332820,kg,,,,,,,,,,,,
troy-yoga-short-msh09,,,,,,,,,34,,,Black,,,,,MSH09-34-Black,0.0,,deny,manual,24.00,24.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-black_main.jpg?v=1719332819,kg,,,,,,,,,,,,
troy-yoga-short-msh09,,,,,,,,,34,,,Blue,,,,,MSH09-34-Blue,0.0,,deny,manual,24.00,24.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-blue_main.jpg?v=1719332820,kg,,,,,,,,,,,,
troy-yoga-short-msh09,,,,,,,,,34,,,Green,,,,,MSH09-34-Green,0.0,,deny,manual,24.00,24.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-green_main.jpg?v=1719332820,kg,,,,,,,,,,,,
troy-yoga-short-msh09,,,,,,,,,36,,,Black,,,,,MSH09-36-Black,0.0,,deny,manual,24.00,24.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-black_main.jpg?v=1719332819,kg,,,,,,,,,,,,
troy-yoga-short-msh09,,,,,,,,,36,,,Blue,,,,,MSH09-36-Blue,0.0,,deny,manual,24.00,24.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-blue_main.jpg?v=1719332820,kg,,,,,,,,,,,,
troy-yoga-short-msh09,,,,,,,,,36,,,Green,,,,,MSH09-36-Green,0.0,,deny,manual,24.00,24.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh09-green_main.jpg?v=1719332820,kg,,,,,,,,,,,,
orestes-fitness-short-msh08,Orestes Fitness Short,"<p>You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.</p>
<p>• Black shorts with dark gray accents.<br>• Elasticized waistband with interior drawstring.<br>• Ventilating mesh detailing.<br>• 100% polyester and recycled polyester.<br>• Machine wash cold, tumble dry low.</p>",Satoshi demo,,"","",true,Size,32,,Color,Black,,,,,MSH08-32-Black,0.0,,deny,manual,35.00,35.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-black_back.jpg?v=1719332810,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-black_main.jpg?v=1719332810,kg,,,true,,,true,,,true,,,active
orestes-fitness-short-msh08,,,,,,,,,32,,,Blue,,,,,MSH08-32-Blue,0.0,,deny,manual,35.00,35.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-black_main.jpg?v=1719332810,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-blue_main.jpg?v=1719332810,kg,,,,,,,,,,,,
orestes-fitness-short-msh08,,,,,,,,,32,,,Green,,,,,MSH08-32-Green,0.0,,deny,manual,35.00,35.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-blue_main.jpg?v=1719332810,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-green_main.jpg?v=1719332810,kg,,,,,,,,,,,,
orestes-fitness-short-msh08,,,,,,,,,33,,,Black,,,,,MSH08-33-Black,0.0,,deny,manual,35.00,35.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-green_main.jpg?v=1719332810,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-black_main.jpg?v=1719332810,kg,,,,,,,,,,,,
orestes-fitness-short-msh08,,,,,,,,,33,,,Blue,,,,,MSH08-33-Blue,0.0,,deny,manual,35.00,35.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-blue_main.jpg?v=1719332810,kg,,,,,,,,,,,,
orestes-fitness-short-msh08,,,,,,,,,33,,,Green,,,,,MSH08-33-Green,0.0,,deny,manual,35.00,35.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-green_main.jpg?v=1719332810,kg,,,,,,,,,,,,
orestes-fitness-short-msh08,,,,,,,,,34,,,Black,,,,,MSH08-34-Black,0.0,,deny,manual,35.00,35.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-black_main.jpg?v=1719332810,kg,,,,,,,,,,,,
orestes-fitness-short-msh08,,,,,,,,,34,,,Blue,,,,,MSH08-34-Blue,0.0,,deny,manual,35.00,35.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-blue_main.jpg?v=1719332810,kg,,,,,,,,,,,,
orestes-fitness-short-msh08,,,,,,,,,34,,,Green,,,,,MSH08-34-Green,0.0,,deny,manual,35.00,35.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-green_main.jpg?v=1719332810,kg,,,,,,,,,,,,
orestes-fitness-short-msh08,,,,,,,,,36,,,Black,,,,,MSH08-36-Black,0.0,,deny,manual,35.00,35.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-black_main.jpg?v=1719332810,kg,,,,,,,,,,,,
orestes-fitness-short-msh08,,,,,,,,,36,,,Blue,,,,,MSH08-36-Blue,0.0,,deny,manual,35.00,35.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-blue_main.jpg?v=1719332810,kg,,,,,,,,,,,,
orestes-fitness-short-msh08,,,,,,,,,36,,,Green,,,,,MSH08-36-Green,0.0,,deny,manual,35.00,35.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh08-green_main.jpg?v=1719332810,kg,,,,,,,,,,,,
rapha-sports-short-msh07,Rapha  Sports Short,"<p>For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.</p>
<p>• Black shorts with royal accents.<br>• Compression liner. <br>• Inseam: 8"". <br>• Machine wash/dry.</p>",Satoshi demo,,"","",true,Size,32,,Color,Black,,,,,MSH07-32-Black,0.0,,deny,manual,35.00,35.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh07-black_alt1.jpg?v=1719332802,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh07-black_main.jpg?v=1719332802,kg,,,true,,,true,,,true,,,active
